epoch,training_loss,validation_loss,IoU
1,1.1174332327816798,1.0933452805747157,0.1492932289838791
1,1.1037178178844245,1.0870582636283792,0.16461816430091858
1,1.0774147724618717,1.0243940019737119,0.2336496114730835
2,1.0517837201656939,1.0256405592612599,0.21906569600105286
